X,Y,Z,VX,VY,VZ
    -13.21,      -0.61,       8.65,    -166.74,      -7.45,     109.97 
      2.78,      -0.79,       1.43,      37.30,     -19.76,      27.53 
     -8.38,       3.29,       4.78,    -106.94,      44.89,      60.99 
     12.58,      -4.85,       5.38,     158.62,     -61.72,      68.54 
    -10.12,      10.73,       6.65,    -126.65,     134.41,      83.00 
     12.04,      -0.80,     -16.91,     152.01,     -10.28,    -213.42 
     -7.07,       1.53,     -21.02,     -70.08,       8.51,    -232.79 
     -8.43,       4.97,       6.01,    -108.85,      65.91,      75.49 
     -7.77,      -4.91,      -8.20,     -98.33,     -63.27,    -103.79 
      8.96,      -0.55,      -6.23,      97.76,      -7.53,     -75.20 
     -1.18,       8.03,       8.36,     -16.59,     103.74,     107.25 
     21.07,       5.26,      -5.64,     265.24,      65.99,     -70.96 
     -3.03,     -17.86,      -7.59,     -37.18,    -223.58,     -95.59 
     -5.79,      -2.89,      -5.33,     -76.33,     -38.48,     -65.72 
      8.33,       7.48,       0.37,     108.13,      96.24,       4.89 
     -8.21,      -6.39,     -15.27,    -102.55,     -79.82,    -190.99 
     -7.95,      -3.15,       2.86,    -104.08,     -41.55,      38.74 
      7.23,      -6.39,      -8.05,      92.82,     -81.74,    -104.44 
      2.02,       7.18,      -6.83,      27.86,      92.72,     -88.54 
      4.08,      -3.87,      -2.17,      55.21,     -52.10,     -29.45 
     16.06,       1.87,      10.92,     201.80,      23.31,     137.89 
     -5.33,      13.76,       8.31,     -66.02,     171.18,     102.86 
      8.30,      -8.17,     -17.08,     104.76,    -102.34,    -213.95 
     -5.74,       2.93,      19.85,     -71.43,      37.10,     248.46 
      8.73,       9.05,      -1.57,     111.27,     114.98,     -20.21 
      6.33,       8.54,      -6.90,      79.91,     109.56,     -89.12 
    -13.29,      24.68,     -35.00,    -165.56,     311.84,    -439.25 
      0.57,       4.32,       8.71,       7.57,      55.14,     106.26 
      1.46,       5.44,       7.03,      16.97,      68.80,      92.84 
      4.86,     -13.32,      11.77,      61.40,    -168.25,     149.46 
     10.97,     -11.05,      10.41,     139.09,    -138.74,     132.05 
     -7.44,      -5.07,      -9.04,     -93.88,     -65.74,    -113.87 
     -5.51,     -10.50,       6.31,     -68.83,    -130.39,      78.88 
     10.32,       7.66,     -12.15,     131.13,      97.94,    -154.27 
      0.96,      18.99,       3.62,      12.44,     237.04,      45.78 
     -9.67,       8.59,       3.19,    -122.84,     109.93,      40.84 
     -7.60,      -5.88,      -8.83,     -97.85,     -75.04,    -112.78 
     -4.35,       7.42,      -6.46,     -55.56,      94.62,     -82.18 
      7.90,      -5.32,     -10.03,     101.02,     -68.27,    -128.37 
      6.54,      -3.81,     -20.42,      82.14,     -48.07,    -255.49 
      4.51,       3.78,       4.83,      62.91,      52.01,      59.33 
    -12.55,       4.30,      10.02,    -157.32,      54.54,     126.51 
     -3.66,      -8.36,      14.60,     -46.12,    -104.35,     182.19 
      4.92,       5.07,      -2.04,      65.82,      68.37,     -29.87 
     -7.16,       8.55,      12.73,     -89.75,     106.75,     159.25 
      2.61,       3.78,       1.27,      31.16,      48.07,      23.47 
     -2.24,      -1.59,       1.04,     -33.80,     -25.78,      14.31 
    -11.59,      -6.09,       8.49,    -143.95,     -75.78,     105.93 
      3.21,      -3.18,       3.30,      48.78,     -47.96,      49.39 
     -5.64,       0.17,      15.74,     -71.24,       2.70,     197.72 
      9.08,      12.08,       0.28,     119.78,     151.18,       4.92 
     13.37,     -10.29,       5.20,     168.69,    -130.54,      66.71 
     -4.25,      -5.89,       5.54,     -58.87,     -77.92,      73.53 
     -6.90,      -7.69,      -6.17,     -89.58,     -99.26,     -77.62 
     -9.31,      -5.01,      11.51,    -106.35,     -48.98,     127.87 
     -6.92,      -1.91,      -9.77,     -85.85,     -24.05,    -120.96 
    -12.65,       0.79,      -0.20,    -157.76,       9.66,      -3.00 
    -12.41,       5.47,      11.37,    -154.58,      67.91,     141.54 
     -0.74,      14.06,     -10.87,      -8.68,     176.84,    -137.00 
      4.61,      -9.47,     -16.83,      58.75,    -118.66,    -208.74 
     -4.91,      -5.10,       1.42,     -65.24,     -68.15,      23.47 
     14.29,     -12.71,       5.94,     180.15,    -160.06,      74.78 
    -16.94,       7.69,       0.92,    -212.54,      96.93,      10.91 
     -4.58,       3.48,       5.24,     -55.15,      47.16,      72.79 
      0.95,      16.02,      12.95,      13.35,     200.50,     163.21 
     10.19,     -12.53,     -13.52,     128.19,    -157.16,    -170.04 
      3.71,     -10.79,     -16.69,      46.92,    -134.95,    -208.59 
     -3.05,      13.72,       7.93,     -38.87,     174.04,     100.33 
      4.04,      -4.42,       4.28,      58.76,     -60.53,      57.73 
      0.73,       8.07,     -11.54,      10.00,     100.85,    -143.40 
    -12.12,      -4.38,      -4.20,    -149.30,     -54.88,     -52.82 
     13.17,       3.28,      13.45,     166.00,      41.95,     169.87 
     -3.22,      -1.67,       1.25,     -45.44,     -24.51,      25.46 
      4.70,       3.24,      -5.03,      61.46,      38.31,     -65.46 
     20.36,      -4.86,      -4.23,     255.96,     -60.58,     -53.83 
     -3.72,       3.76,      -4.44,     -54.07,      51.46,     -61.21 
     12.79,      -0.05,      12.16,     160.57,       0.77,     153.53 
      6.63,       5.19,       8.24,      86.75,      67.24,     103.71 
    -13.57,      -9.72,       5.73,    -169.68,    -121.58,      71.73 
      0.72,       0.84,       4.79,       8.59,      15.88,      64.73 
      2.91,      -3.36,       8.72,      35.00,     -42.94,     111.36 
      9.22,       9.63,       7.22,     114.67,     120.45,      90.51 
    -14.08,       5.61,       5.02,    -177.27,      71.15,      64.81 
     -7.61,      -2.26,       5.74,     -98.24,     -33.58,      77.07 
      1.51,       3.14,      13.81,      19.14,      38.68,     171.99 
     27.11,     -20.98,       2.00,     340.00,    -263.06,      25.19 
      9.66,     -16.19,      -9.22,     121.88,    -203.62,    -116.36 
    -12.20,      10.17,       0.21,    -152.89,     128.31,       2.32 
     -7.48,     -13.94,     -10.35,     -94.71,    -175.39,    -131.08 
      8.01,       7.93,      16.76,     100.67,      98.91,     209.44 
      5.44,       2.38,      12.71,      69.10,      30.89,     161.42 
      1.90,      -6.81,      -7.53,      27.10,     -88.51,     -97.34 
     13.77,      -2.19,      15.35,     173.30,     -27.30,     193.00 
     18.81,       5.06,       2.66,     235.44,      63.06,      33.72 
     -6.82,      -5.75,       6.32,     -89.83,     -75.86,      81.68 
    -14.78,      -7.98,      -2.70,    -183.12,     -99.63,     -34.08 
      3.76,      20.30,      -2.88,      47.51,     254.14,     -36.73 
      2.04,      -3.89,       1.55,      21.25,     -51.43,      23.29 
     19.29,       4.67,       9.25,     243.05,      59.25,     116.88 
      6.34,      17.67,       0.93,      79.30,     221.78,      12.13 
      8.66,      13.45,       5.32,     109.91,     169.57,      67.87 
     21.36,      -2.33,      16.08,     268.15,     -29.94,     201.18 
      8.10,     -14.20,      -6.49,     102.63,    -178.45,     -81.85 
     -3.66,      11.13,       5.38,     -45.29,     137.92,      67.47 
      5.65,      -1.73,      14.15,      71.68,     -21.86,     180.13 
     20.72,      11.22,      -3.57,     260.55,     140.80,     -45.26 
     10.24,      15.11,       3.50,     129.24,     190.13,      44.69 
      4.51,      -9.55,     -17.40,      56.62,    -120.60,    -220.21 
     20.07,       5.39,     -44.40,     251.88,      66.70,    -555.68 
      1.13,      11.30,     -10.31,      14.46,     143.50,    -130.96 
     -5.93,       5.05,      -4.97,     -77.29,      63.20,     -68.23 
      6.03,      -7.10,       9.01,      77.69,     -91.50,     114.44 
     -1.96,      -5.30,     -20.37,     -24.18,     -66.68,    -254.76 
      6.92,      -2.47,      14.10,      87.29,     -30.46,     177.43 
     -6.39,       3.53,      15.23,     -79.94,      44.39,     191.61 
    -21.84,     -10.66,      15.50,    -273.02,    -134.07,     194.01 
     14.80,      12.84,      -9.52,     186.12,     161.71,    -119.58 
     -7.95,      13.07,       7.38,     -99.88,     164.32,      93.49 
     10.96,     -16.57,      -2.99,     138.61,    -209.10,     -38.63 
      7.56,      14.00,     -21.73,      95.22,     175.33,    -272.62 
     -6.02,      -5.12,      14.40,     -75.74,     -65.19,     182.40 
    -12.86,       2.37,      -1.12,    -159.91,      29.35,     -13.58 
     -5.63,       8.17,      -8.22,     -73.10,     104.69,    -104.66 
      3.65,     -18.02,      10.19,      46.20,    -226.49,     128.84 
      2.41,      14.89,       4.29,      30.60,     188.25,      53.89 
     -9.87,      -9.81,      -6.65,    -124.41,    -123.75,     -84.15 
      2.01,       2.15,      -2.12,      28.15,      33.94,     -39.21 
     10.31,      25.32,       2.55,     130.29,     316.90,      31.19 
    -10.37,      10.55,      -7.16,    -130.01,     132.21,     -88.95 
    -15.88,      -2.41,       6.81,    -198.80,     -29.84,      85.05 
    -13.13,      -1.12,     -15.68,    -164.90,     -13.77,    -196.47 
     19.14,     -11.59,       7.61,     240.04,    -145.45,      95.49 
     -9.71,      -1.26,     -17.18,    -120.58,     -15.09,    -214.76 
     -4.76,       1.92,      -2.65,     -58.56,      24.94,     -32.91 
      1.58,       2.91,     -19.75,      21.27,      24.47,    -212.42 
     -3.93,       8.99,       5.94,     -50.35,     113.90,      76.92 
     -7.51,       6.92,       2.74,     -96.01,      89.74,      37.75 
     -3.80,       2.19,       3.00,     -24.05,      29.17,      33.81 
    -13.56,      -4.03,      -7.41,    -168.87,     -50.34,     -93.45 
    -22.23,       1.12,       0.45,    -275.25,      13.08,       6.06 
    -12.28,      -2.08,     -13.31,    -154.18,     -26.57,    -167.98 
      6.69,      -9.86,      -5.69,      87.28,    -126.32,     -74.08 
     23.79,       5.74,       4.79,     297.83,      71.02,      59.95 
    -19.09,       5.29,      -3.34,    -239.61,      66.35,     -41.99 
     11.53,     -11.07,       5.03,     146.26,    -140.11,      63.17 
     -8.62,       6.16,      -6.71,    -106.89,      77.22,     -83.24 
    -32.09,       4.39,     -21.50,    -363.15,      56.96,    -238.99 
      8.61,      -6.96,       2.26,     111.53,     -88.99,      30.75 
     -9.82,       2.61,      10.76,    -124.47,      33.65,     135.79 
      7.99,     -11.42,       8.81,     101.11,    -144.95,     112.34 
     -4.35,      -5.50,       1.36,     -53.74,     -67.36,      16.23 
     -0.94,     -17.06,       1.39,     -11.00,    -215.06,      15.76 
     -3.94,      -5.58,      -6.79,     -48.30,     -72.21,     -87.77 
     13.22,     -10.20,      -0.27,     168.33,    -128.82,      -4.19 
     -1.46,       8.02,       7.65,     -19.39,     102.29,      96.66 
    -11.21,      -3.97,      -4.60,    -142.46,     -50.69,     -58.69 
      9.21,       8.29,       1.88,     116.91,     106.00,      26.88 
     -9.29,       8.31,      -4.66,    -118.14,     106.06,     -60.46 
    -11.81,      -4.47,      -7.96,    -149.98,     -57.07,    -101.04 
     -5.24,      -5.29,      14.12,     -66.29,     -67.15,     178.55 
     -2.67,       1.71,      12.90,     -32.30,      22.68,     162.32 
    -13.83,       1.92,      -5.83,    -172.30,      24.14,     -73.08 
      4.82,     -13.88,      11.93,      61.98,    -174.33,     150.46 
      4.98,       6.77,       2.94,      64.77,      89.46,      39.69 
      6.36,       3.67,     -16.84,      80.14,      46.35,    -212.40 
     -7.03,      11.51,      -6.94,     -89.34,     144.63,     -87.89 
    -16.16,      11.03,      -6.12,    -203.12,     138.34,     -77.55 
     -2.21,       0.88,      22.52,     -27.92,      10.96,     282.21 
     -9.70,     -10.34,       1.89,    -120.57,    -127.72,      23.96 
    -15.78,       0.36,      -2.48,    -196.66,       4.57,     -30.93 
     -8.65,      61.07,     -20.13,    -109.47,     765.21,    -249.29 
    -14.23,      10.39,      -3.38,    -178.30,     130.24,     -42.66 
     -7.23,       5.08,      11.97,     -91.08,      64.11,     151.26 
     12.32,      11.81,       6.89,     154.18,     147.71,      85.79 
     -5.72,      -2.74,      11.81,     -72.22,     -33.87,     150.25 
      3.93,     -11.36,      14.82,      49.12,    -143.52,     186.95 
      6.21,       5.79,      -4.88,      80.57,      73.85,     -65.95 
     -7.22,       6.30,     -17.58,     -91.18,      78.94,    -220.35 
     -7.45,      14.63,       4.91,     -93.71,     183.30,      62.40 
     -4.86,      -3.61,      -2.67,     -67.05,     -51.72,     -32.80 
      8.03,       0.16,      -4.68,      99.79,       1.63,     -58.44 
      6.49,       6.26,       8.32,      85.56,      82.17,     108.02 
     -5.65,     -11.47,      -3.91,     -70.73,    -143.98,     -48.91 
     11.66,       1.71,      11.63,     146.59,      21.85,     146.45 
    -14.59,       5.66,       7.59,    -182.24,      71.73,      95.78 
     15.65,       5.35,       2.61,     197.54,      68.17,      31.66 
     -5.92,       4.28,       3.67,     -78.77,      58.59,      50.88 
     -1.77,      -4.67,      -0.35,     -23.39,     -62.26,      -5.05 
      2.96,      -4.09,      16.58,      37.94,     -51.35,     206.37 
      8.60,     -14.82,       7.85,     109.57,    -187.65,     100.08 
      4.63,      -6.33,       6.59,      60.01,     -81.88,      83.54 
     35.80,     -13.88,      11.75,     448.71,    -174.22,     147.40 
     -9.28,      -0.70,      20.78,    -115.93,      -8.66,     260.39 
      7.50,      19.16,      -7.57,      94.58,     240.20,     -95.26 
     -5.76,       5.63,     -16.39,     -72.46,      70.68,    -205.48 
    -11.77,       6.47,      -7.29,    -148.58,      82.62,     -90.81 
    -10.08,     -30.62,      -7.46,    -125.66,    -383.49,     -93.17 
     -6.50,     -13.89,     -15.32,     -81.51,    -174.53,    -193.28 
     -4.65,       5.38,      -4.11,     -63.43,      70.76,     -54.90 
     27.80,       6.17,       3.90,     348.54,      77.06,      48.55 
     16.12,       5.92,     -13.46,     202.58,      74.66,    -169.06 
     -4.41,      -7.30,       5.52,     -60.63,     -93.63,      73.44 
     -2.62,     -15.87,       1.97,     -31.76,    -197.68,      24.70 
     -7.68,       8.77,      -6.47,     -97.65,     111.19,     -83.25 
      0.98,      16.35,      -9.96,      12.78,     204.74,    -125.17 
     11.80,       6.41,       5.27,     147.93,      82.25,      67.97 
      3.97,       5.75,      -5.76,      53.21,      74.89,     -75.04 
     -8.92,     -15.61,       3.57,    -111.96,    -196.62,      45.96 
      3.37,       3.09,       3.71,      46.97,      42.04,      57.17 
      4.57,       5.70,       3.15,      58.90,      76.95,      42.67 
    -11.57,      -8.17,      -6.12,    -147.05,    -103.12,     -77.67 
     10.69,       7.23,       2.71,     136.37,      93.15,      35.91 
     -6.64,      10.36,      -3.91,     -83.70,     132.05,     -50.66 
      4.08,      -4.37,       7.18,      54.53,     -58.61,      92.32 
     13.45,     -11.42,       6.77,     168.20,    -142.74,      84.32 
